STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,mot_nrg,Motor energy,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,CZ,Czechia,2015,,17115,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,CZ,Czechia,2016,,17217,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,CZ,Czechia,2017,,17755,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,CZ,Czechia,2018,,18005,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,CZ,Czechia,2019,,18003,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,CZ,Czechia,2020,,15610,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,CZ,Czechia,2021,,16316,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,CZ,Czechia,2022,,17218,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,CZ,Czechia,2023,,17634,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,CZ,Czechia,2024,,17989,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,DE,Germany,2000,,85545,,b,break in time series,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,DE,Germany,2007,,73303,,b,break in time series,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,DE,Germany,2013,,74575,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,DE,Germany,2014,,75335,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,DE,Germany,2015,,76334,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,DE,Germany,2016,,77041,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,DE,Germany,2017,,77954,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,DE,Germany,2018,,79030,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,DE,Germany,2019,,79716,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,DE,Germany,2020,,73598,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,DE,Germany,2021,,77704,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,DE,Germany,2022,,79772,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,DE,Germany,2023,,80615,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,DE,Germany,2024,,80606,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,DK,Denmark,2013,,12579,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,DK,Denmark,2014,,12763,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,DK,Denmark,2015,,12815,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,DK,Denmark,2016,,12858,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,DK,Denmark,2017,,12884,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,DK,Denmark,2018,,12600,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,DK,Denmark,2019,,12399,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,DK,Denmark,2020,,11705,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,DK,Denmark,2021,,11127,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,DK,Denmark,2022,,10194,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,DK,Denmark,2023,,9414,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,DK,Denmark,2024,,9414,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,EE,Estonia,2013,,4250,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,EE,Estonia,2014,,4363,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,EE,Estonia,2015,,4503,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,EE,Estonia,2016,,4556,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,EE,Estonia,2017,,4651,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,EE,Estonia,2018,,4656,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,EE,Estonia,2019,,4825,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,EE,Estonia,2020,,4725,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,EE,Estonia,2021,,4678,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,EE,Estonia,2022,,4460,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,EE,Estonia,2023,,4270,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,EE,Estonia,2024,,4192,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,ES,Spain,2013,,58006,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,ES,Spain,2014,,57884,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,ES,Spain,2015,,57712,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,ES,Spain,2016,,59677,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,ES,Spain,2017,,61104,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,ES,Spain,2018,,62044,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,ES,Spain,2019,,62087,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,ES,Spain,2020,,59635,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,ES,Spain,2021,,60158,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,ES,Spain,2022,,60489,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,ES,Spain,2023,,61144,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,ES,Spain,2024,,61257,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,FI,Finland,2013,,15322,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,FI,Finland,2014,,16038,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,FI,Finland,2015,,16645,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,FI,Finland,2016,,17304,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,FI,Finland,2017,,17867,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,FI,Finland,2018,,18274,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,FI,Finland,2019,,18844,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,FI,Finland,2020,,18956,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,FI,Finland,2021,,18997,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,FI,Finland,2022,,18830,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,FI,Finland,2023,,18692,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,FI,Finland,2024,,18606,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,FR,France,2013,,83618,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,FR,France,2014,,84047,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,FR,France,2015,,84303,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,FR,France,2016,,85471,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,FR,France,2017,,86319,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,FR,France,2018,,87475,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,FR,France,2019,,88384,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,FR,France,2020,,87935,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,FR,France,2021,,87282,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,FR,France,2022,,84907,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,FR,France,2023,,83267,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,GE,Georgia,2017,,15171,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,GE,Georgia,2018,,17203,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,GE,Georgia,2019,,21057,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,GE,Georgia,2020,,21057,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,GE,Georgia,2021,,28112,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,GE,Georgia,2022,,27912,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,GE,Georgia,2023,,28195,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,GE,Georgia,2024,,28774,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,HR,Croatia,2013,,4677,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,HR,Croatia,2014,,4920,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,HR,Croatia,2015,,5130,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,HR,Croatia,2016,,5369,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,HR,Croatia,2017,,5547,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,HR,Croatia,2018,,5727,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,HR,Croatia,2019,,5897,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,HR,Croatia,2020,,5075,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,HR,Croatia,2021,,5021,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,HR,Croatia,2022,,5455,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,HR,Croatia,2023,,5644,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,HR,Croatia,2024,,5827,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,HU,Hungary,2013,,17200,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,HU,Hungary,2014,,17535,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,HU,Hungary,2015,,17736,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,HU,Hungary,2016,,18028,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,HU,Hungary,2017,,18251,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,HU,Hungary,2018,,18628,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,HU,Hungary,2019,,18952,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,HU,Hungary,2020,,16511,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,HU,Hungary,2021,,17235,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,HU,Hungary,2022,,16920,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,HU,Hungary,2023,,16752,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,HU,Hungary,2024,,16531,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,IE,Ireland,2013,,10131,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,IE,Ireland,2014,,10382,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,IE,Ireland,2015,,10857,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,IE,Ireland,2016,,11429,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,IE,Ireland,2017,,11394,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,IE,Ireland,2018,,12487,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,IE,Ireland,2019,,12973,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,IE,Ireland,2020,,11915,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,IE,Ireland,2021,,12528,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,IE,Ireland,2022,,13184,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,IE,Ireland,2023,,13926,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,IE,Ireland,2024,,14963,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,IS,Iceland,2017,,2978,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,IS,Iceland,2018,,3057,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,IS,Iceland,2019,,3068,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,IS,Iceland,2020,,2977,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,IS,Iceland,2021,,3497,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,IT,Italy,2013,,93326,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,IT,Italy,2014,,92555,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,IT,Italy,2015,,92580,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,IT,Italy,2016,,92378,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,IT,Italy,2018,,94363,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,IT,Italy,2019,,94086,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,IT,Italy,2020,,93745,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,IT,Italy,2021,,93803,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,IT,Italy,2022,,93146,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,IT,Italy,2023,,92055,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,DIE,Diesel,LI,Liechtenstein,2013,,87,,,,,
