STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,mot_nrg,Motor energy,engine,Engine capacity of vehicle,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,CZ,Czechia,2008,,837000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,CZ,Czechia,2009,,911000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,CZ,Czechia,2010,,996000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,CZ,Czechia,2011,,1087000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,CZ,Czechia,2012,,1224000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,CZ,Czechia,2013,,1260068,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,CZ,Czechia,2014,,1347556,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,CZ,Czechia,2015,,1493930,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,CZ,Czechia,2016,,1619965,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,CZ,Czechia,2017,,1741830,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,CZ,Czechia,2018,,1833329,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,CZ,Czechia,2019,,1923730,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,CZ,Czechia,2020,,1988496,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,CZ,Czechia,2021,,2010376,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,CZ,Czechia,2022,,2086471,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,CZ,Czechia,2023,,1995696,,b,break in time series,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,CZ,Czechia,2024,,2043982,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,DE,Germany,2000,,4228000,,b,break in time series,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,DE,Germany,2001,,4640000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,DE,Germany,2002,,5016000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,DE,Germany,2003,,5416000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,DE,Germany,2011,,7952000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,DE,Germany,2012,,8500000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,DE,Germany,2013,,9010000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,DE,Germany,2014,,9521000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,DE,Germany,2015,,10061000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,DE,Germany,2016,,10535913,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,DE,Germany,2017,,10707306,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,DE,Germany,2018,,10730517,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,DE,Germany,2019,,10853677,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,DE,Germany,2020,,10960879,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,DE,Germany,2021,,10922204,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,DE,Germany,2022,,10770171,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,DE,Germany,2023,,10700495,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,DE,Germany,2024,,10601424,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,EE,Estonia,2001,,27600,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,EE,Estonia,2002,,29000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,EE,Estonia,2003,,33600,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,EE,Estonia,2004,,36000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,EE,Estonia,2005,,39900,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,EE,Estonia,2006,,63600,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,EE,Estonia,2007,,64500,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,EE,Estonia,2008,,69500,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,EE,Estonia,2009,,70100,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,EE,Estonia,2010,,74440,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,EE,Estonia,2011,,83400,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,EE,Estonia,2012,,95600,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,EE,Estonia,2013,,108302,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,EE,Estonia,2014,,119381,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,EE,Estonia,2015,,129451,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,EE,Estonia,2016,,138870,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,EE,Estonia,2017,,147910,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,EE,Estonia,2018,,157133,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,EE,Estonia,2019,,170481,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,EE,Estonia,2020,,177603,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,EE,Estonia,2021,,185920,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,EE,Estonia,2022,,196237,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,EE,Estonia,2023,,203224,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,EE,Estonia,2024,,204263,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,ES,Spain,2006,,7664000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,ES,Spain,2007,,8338000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,ES,Spain,2008,,8756000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,ES,Spain,2009,,8997000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,ES,Spain,2010,,9303000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,ES,Spain,2011,,9540000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,ES,Spain,2012,,9673000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,ES,Spain,2014,,9979536,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,ES,Spain,2015,,10268676,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,ES,Spain,2016,,10439265,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,ES,Spain,2017,,11205009,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,ES,Spain,2018,,11369449,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,ES,Spain,2019,,11427657,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,ES,Spain,2020,,11425219,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,ES,Spain,2021,,11379597,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,ES,Spain,2022,,11329148,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,ES,Spain,2023,,11253491,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,ES,Spain,2024,,11123943,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FI,Finland,1999,,116000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FI,Finland,2000,,132000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FI,Finland,2001,,140000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FI,Finland,2002,,147000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FI,Finland,2003,,158000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FI,Finland,2004,,163000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FI,Finland,2005,,176000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FI,Finland,2006,,188000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FI,Finland,2007,,206000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FI,Finland,2008,,254000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FI,Finland,2009,,281000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FI,Finland,2010,,317000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FI,Finland,2011,,356000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FI,Finland,2012,,386000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FI,Finland,2013,,413000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FI,Finland,2014,,440665,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FI,Finland,2015,,466060,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FI,Finland,2016,,495161,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FI,Finland,2017,,521686,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FI,Finland,2018,,543154,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FI,Finland,2019,,558368,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FI,Finland,2020,,566755,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FI,Finland,2021,,566602,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FI,Finland,2022,,561686,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FI,Finland,2023,,552577,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FI,Finland,2024,,541977,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FR,France,1999,,6937000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FR,France,2000,,7598000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FR,France,2001,,8427000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FR,France,2002,,9216000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FR,France,2003,,9923000,,,,,
